업소명,운영상태코드,주소,전화번호,지역
"윌앤비전","영업중","서울특별시 영등포구 당산동4가 80번지 당산 SK V1 center","02-6943-8208",영등포구
"미성엠프로 주식회사","영업중","서울특별시 영등포구 당산동3가 260번지","02-3660-6806",영등포구
"주식회사 미성지에스이","영업중","서울특별시 영등포구 당산동3가 260번지","02-3660-6806",영등포구
"(주)삼정맨파워","영업중","서울특별시 영등포구 양평동1가 89번지 16호","02-798-7775",영등포구
"주식회사 유민아이엔티","영업중","서울특별시 영등포구 영등포동 592번지 1호","070-4228-2536",영등포구
"(주)에스제이파워","영업중","서울특별시 영등포구 양평동1가 89번지 16호","02-2069-1012",영등포구
"에이원에이","영업중","서울특별시 영등포구 당산동6가 328번지 4호 우성빌딩","",영등포구
"(주)고암에이스","영업중","","02-2631-3011",영등포구
"한국교육환경종사자협동조합","영업중","서울특별시 영등포구 대림동 700-3 대명빌딩","",영등포구
"신우산업관리(주)","영업중","서울특별시 영등포구 당산동4가 74-2 금강 펜테리움 IT타워 1101호","02-587-7691",영등포구
"(주) 두리교우파워시스템","영업중","서울특별시 종로구 명륜2가 93번지","02-766-5477",종로구
"(주)뉴브테크","영업중","서울특별시 종로구 창신동 327번지 2호 금호팔레스빌딩 1706호","6261-3737",종로구
"명성코리아","폐업","서울특별시 종로구 무악동 63번지 4호 2층","733-3355",종로구
"페스콘 방역","폐업","서울특별시 종로구 인사동 153번지 3호 금좌빌딩 303호","954-3828",종로구
"아스코텍유한회사","폐업","서울특별시 종로구 연지동 105번지 감자빌딩 202호","745-8879",종로구
"나노코리아","영업중","서울특별시 종로구 묘동 88번지 1호","",종로구
"우지기업주식회사","영업중","서울특별시 종로구 내자동 167번지 2호 2층","",종로구
"녹색방역","영업중","","",종로구
"(주)진명스탭스","영업중","서울특별시 종로구 신문로1가 238번지 신문로빌딩","02-738-9126",종로구
"(주)에스제이파워","영업중","서울특별시 종로구 관수동 21번지 8호","02-2069-1012",종로구
"탑아트","직권폐업","서울특별시 종로구 무악동 46번지 915호","02-739-6220",종로구
"체신개발공사","영업중","서울특별시 종로구 숭인2동 1390번지 서진빌딩 309호","",종로구
"벅스제로방역","영업중","서울특별시 종로구 창신동 703번지 창신쌍용아파트 2지구 상가내 지하 11호","742-3996",종로구
"4.19민주혁명회","폐업","","02-2299-0529",종로구
"(주)에프엠텍","폐업","서울특별시 종로구 운니동 98번지 5호 삼환빌딩 8층","738-8888",종로구
"다니엘워커(주)","폐업","서울특별시 종로구 원서동 228번지 볼재빌딩 6층","3672-7007",종로구
"사단법인 한국노년복지연합","영업중","","1661-9988",종로구
"(주) 에이원티엠에스","영업중","서울특별시 종로구 종로1가 24번지 르메이에르종로타운1","031-903-7018",종로구
"우송 홈케어","영업중","서울특별시 종로구 혜화동 185번지 중원빌딩","",종로구
"신영방역","영업중","서울특별시 종로구 필운동 290번지 302호","",종로구
"벅스 라이프","","","",종로구
"주식회사포그린홀딩스","폐업","서울특별시 종로구 숭인2동 206번지 15호","",종로구
"(주)두송인더스트리","영업중","서울특별시 종로구 숭인2동 201번지 6호 삼광빌딩301호","253-7161",종로구
"매화기업","폐업","서울특별시 종로구 숭인2동 211번지 11호 4층","",종로구
"(주)삼정맨파워","영업중","","02-798-7775",종로구
"진형종합관리(주)","영업중","서울특별시 종로구 숭인동 211번지 11호","0222524950",종로구
"영진비엠에스(주)","영업중","서울특별시 종로구 돈의동 39번지 2호 낙원오피스텔","02-763-1038",종로구
"(주)현대에쓰앤에쓰","영업중","서울특별시 종로구 내자동 186번지 광희빌딩","02-739-6658",종로구
"두레시닝 주식회사","영업중","서울특별시 종로구 관수동 152번지 1호","2280-5358",종로구
"(주)태강티엠에스","영업중","서울특별시 종로구 숭인2동 908번지   101호","02-929-1771",종로구
"(주)자운씨앤에스","영업중","서울특별시 종로구 숭인동 1367번지","02-921-3323",종로구
"주식회사 토마토씨에이피","영업중","서울특별시 종로구 수송동 58번지 두산위브파빌리온","",종로구
"싼타씨앤에스 주식회사","영업중","","02-2269-7132",종로구
"동서종합관리","영업중","서울특별시 종로구 종로5가 138번지 19호","02-2263-3042",종로구
"주식회사 씨앤에스자산관리","영업중","서울특별시 종로구 적선동 80번지 현대제일빌딩9층","732-9676",종로구
"잡에취에스 주식회사","영업중","서울특별시 종로구 이화동 90번지 11호","02-572-5765",종로구
"주식회사 더맨","영업중","","",종로구
"호스텔 토미","영업중","서울특별시 종로구 와룡동 68번지 원광빌딩","",종로구
"(주)에스비에이드","영업중","서울특별시 종로구 숭인동 1371번지 5층","02-711-5387",종로구
"방역시대","영업중","서울특별시 종로구 당주동 170번지 2호","02-321-2888",종로구
"주식회사 한옥살림","영업중","서울특별시 종로구 명륜1가 31번지 6호","02-6959-0375",종로구
"주식회사 더클린종합관리","영업중","서울특별시 종로구 관수동 20 국일관드림펠리스","",종로구
"그린F5 종로본부","영업중","서울특별시 종로구 숭인동 56번지 21호 도로시하우스","",종로구
"(주)모스테크","영업중","서울특별시 종로구 명륜4가 188번지 24호","02-766-5758",종로구
"(주)영그린훼밀리","영업중","서울특별시 종로구 숭인동 1422번지 503호","",종로구
"(주)케이디앤컴퍼니","영업중","서울특별시 중랑구 신내동","02-2233-9991",중랑구
"서울중랑유린지역자활센터","영업중","서울특별시 중랑구 신내동 574번지 3층","02-436-4767",중랑구
"한일소독","영업중","서울특별시 중랑구 면목동 174번지 80호 피스풀하우스","",중랑구
"(주)광개토환경","영업중","서울특별시 중랑구 망우동 355번지 33호","",중랑구
"(주)환경 일일구세상","폐업","서울특별시 중랑구 면목동 면목1차 두산@ 1층 8호","",중랑구
"더하라 클린 앤 케어","영업중","서울특별시 중랑구 면목동 383-2 삼성리치빌","",중랑구
"에스지클린(주)","폐업","서울특별시 중랑구 면목2동 192번지 70호  4층","02-2208-1270",중랑구
"한국청소산업(주)","영업중","서울특별시 중랑구 상봉동 120번지 8호 동화빌딩","02-433-0666",중랑구
"(주)동일아이티","폐업","서울특별시 중랑구 중화2동 320번지 113호 1층","02-438-0187",중랑구
"중랑구새마을협동조합","영업중","","02-2209-2237",중랑구
"주안환경개발","폐업","서울특별시 중랑구 망우동 357번지 7호","3421-4343",중랑구
"(주)에이스원그룹","직권폐업","서울특별시 중랑구 상봉동 125번지 3호","",중랑구
"주식회사 원제이시스템","영업중","","02-3391-7707",중랑구
"한울 P.S&D","영업중","서울특별시 중랑구 망우동 364번지 50호 아름빌딩 106호","02-493-8255",중랑구
"오투씨앤씨","폐업","서울특별시 중랑구 신내동 502번지 5호 대명프라자 230호","",중랑구
"중랑구재활용센터(주)","폐업","서울특별시 중랑구 면목동","02-435-7272",중랑구
"그린시아","영업중","서울특별시 중랑구 묵동 242번지 42호","",중랑구
"(주)세스코 서울중부지사","영업중","서울특별시 중랑구 면목동 161번지 34호","2212-0988",중랑구
"(주)다누리건설","폐업","서울특별시 중랑구 망우동 350번지 22호 2층","02-495-5336",중랑구
"Dr. Care","영업중","서울특별시 중랑구 면목동 150번지 34호 대우부동산","",중랑구
"경동개발","폐업","서울특별시 중랑구 면목본동 555번지 12호","469-2121",중랑구
"제일방역","영업중","서울특별시 중랑구 중화동 158번지 4호","2209-5324",중랑구
"(주)더죤환경기술","영업중","서울특별시 중랑구 묵2동 245번지 64호 우성아파트 상가 1동 110호","975-8422",중랑구
"제이엠클린","폐업","서울특별시 중랑구 면목동 166번지 27호","02-491-6240",중랑구
"챔피언방역","영업중","상봉동 115번지 12호","",중랑구
"제하방제","","서울특별시 중랑구 중화동 331번지 133호","02-3292-1009",중랑구
"(주)세스코 서울동북지사","영업중","서울특별시 중랑구 묵2동 239번지 134호 3층","02-3296-4312",중랑구
"(주)대성이에스엠","영업중","서울특별시 중랑구 망우본동 360번지 11호","02-438-2220",중랑구
"제일스마일종합관리","영업중","서울특별시 중랑구 중화동 325번지 3호 대림효성","",중랑구
"(주)스마일종합관리","영업중","서울특별시 중랑구 상봉2동 83번지 1호","02-443-1224",중랑구
"(주)전국일터","영업중","서울특별시 중랑구 면목동 146번지 20호 삼성빌딩 4층","",중랑구
"한성클린방역(HANSUNG CLEAN)","영업중","서울특별시 중랑구 상봉동 116번지 12호","",중랑구
"ECO-nori","폐업","서울특별시 중랑구 망우본동 495번지 한일서너스빌리센시 201동 2216호","02-493-0978",중랑구
"(주) 천우안전","휴업","서울특별시 중랑구 망우동 133번지 13호","",중랑구
"(주)두송인더스트리","영업중","","1599-2388",중랑구
"중랑구립직업재활센터","영업중","","02-977-8291",중랑구
"(주)제일보안네트","영업중","","1544-1159",중랑구
"(주)상봉에스디","영업중","서울특별시 중랑구 면목동 502번지 7호 1층","2209-0591",중랑구
"모두크린(주)","영업중","서울특별시 중랑구 망우동 493-4 용재빌딩","02-433-1861",중랑구
"(주)신한공사","영업중","서울특별시 중랑구 상봉2동","496-4383",중랑구
"(주)동명환경","영업중","서울특별시 중랑구 신내동 255번지 1호","949-0371",중랑구
"홈턴","영업중","서울특별시 중랑구 면목동 576번지 9호 202호","1588-5161",중랑구
"늘푸른꿈","영업중","서울특별시 중랑구 중화동 284번지 6호","",중랑구
"바퀴119 그린환경","영업중","서울특별시 중랑구 면목동 1502번지 면목현대아파트 상가동 107호","2207-6645",중랑구
"벅스라이프","영업중","서울특별시 중랑구 망우동 518번지 36호","",중랑구
"(주)다나눔","영업중","서울특별시 중랑구 망우동 450번지 3호 월드레져스포츠","1544-2138",중랑구
"(주)에이스원","폐업","서울특별시 중랑구 중화동 301번지 28호","",중랑구
"(주)씨엠시설","영업중","서울특별시 중랑구 중화2동 307번지 1호 제일프라자 403호","434-1288",중랑구
"방역맨","영업중","서울특별시 중랑구 신내동 786번지 동성타워프라자","02-582-2010",중랑구
"주식회사 성우케이앤씨","영업중","서울특별시 중랑구 면목동 131-10 김용한의원","",중랑구
"주영테크","영업중","서울특별시 중랑구 상봉동 190번지 67호","02-437-4255",중랑구
"(주)태강티엠씨","폐업","","",중랑구
"(주)에이스원그룹","폐업","서울특별시 중랑구 중화동 284번지 7호 이삭고시텔","1899-8811",중랑구
"(주)티에이치서비스","영업중","서울특별시 중랑구 면목동 564번지 13호","494-5568",중랑구
"(주) 에스앤산업","영업중","서울특별시 중랑구 상봉동 88번지 58호 승조오피스텔","02-2207-6765",중랑구
"한울 P.S&D","영업중","서울특별시 중랑구 망우동 364번지 50호 아름빌딩","02-493-8255",중랑구
"크린 가드","영업중","서울특별시 중랑구 면목동 456번지 4호","",중랑구
"제이엠클린","영업중","서울특별시 중랑구 망우동 460-35","",중랑구
"프라임","영업중","서울특별시 중랑구 면목동 212번지 1호","",중랑구
